Molecule_Name,OCNT_ID,pEC50
OADMET-0003468,OCNT-2318050,1.85
OADMET-0003467,OCNT-2318048,6.495
OADMET-0003466,OCNT-2318024,5.3
OADMET-0003465,OCNT-2318015,5.54
OADMET-0003464,OCNT-2318010,5.16
OADMET-0003463,OCNT-2317987,5.14
OADMET-0003462,OCNT-2317966,4.92
OADMET-0003461,OCNT-2317965,1.76
OADMET-0003460,OCNT-2317951,5.555
OADMET-0003459,OCNT-2317948,5.04
OADMET-0003458,OCNT-2317946,2.05
OADMET-0003457,OCNT-2317940,5.25
OADMET-0003456,OCNT-2317923,1.79
OADMET-0003455,OCNT-2317915,5.47
OADMET-0003454,OCNT-2317910,1.78
OADMET-0003453,OCNT-2317901,5.28
OADMET-0003452,OCNT-2317896,5.67
OADMET-0003451,OCNT-2317888,5.66
OADMET-0003450,OCNT-2317887,5.28
OADMET-0003449,OCNT-2317859,5.57
OADMET-0003448,OCNT-2317841,5.01
OADMET-0003447,OCNT-2317787,5.49
OADMET-0003446,OCNT-2317753,5.35
OADMET-0003445,OCNT-2317723,5.21
OADMET-0003444,OCNT-2317717,2.55
OADMET-0003443,OCNT-2317687,2.49
OADMET-0003442,OCNT-2317682,6.325
OADMET-0003441,OCNT-2317652,5.75
OADMET-0003440,OCNT-2317648,5.49
OADMET-0003439,OCNT-2317644,5.33
OADMET-0003438,OCNT-2317632,6.0
OADMET-0003437,OCNT-2317556,5.955
OADMET-0003436,OCNT-2317538,5.86
OADMET-0003435,OCNT-2317536,5.56
OADMET-0003434,OCNT-2317528,6.01
OADMET-0003433,OCNT-2317513,5.83
OADMET-0003432,OCNT-2317511,5.48
OADMET-0003431,OCNT-2317510,5.7
OADMET-0003430,OCNT-2317486,3.79
OADMET-0003429,OCNT-2317447,5.31
OADMET-0003428,OCNT-2317444,5.09
OADMET-0003427,OCNT-2317435,5.34
OADMET-0003426,OCNT-2317432,5.49
OADMET-0003425,OCNT-2317425,5.59
OADMET-0003424,OCNT-2317409,5.69
OADMET-0003423,OCNT-2317404,3.0
OADMET-0003422,OCNT-2317386,5.53
OADMET-0003421,OCNT-2317377,3.38
OADMET-0003420,OCNT-2317331,5.3
OADMET-0003419,OCNT-2317327,5.68
OADMET-0003418,OCNT-2317323,5.44
OADMET-0003417,OCNT-2317321,5.87
OADMET-0003416,OCNT-2317319,4.81
OADMET-0003415,OCNT-2317314,5.89
OADMET-0003414,OCNT-2317298,6.845
OADMET-0003413,OCNT-2317297,5.54
OADMET-0003412,OCNT-2317296,5.975
OADMET-0003411,OCNT-2317290,5.8
OADMET-0003410,OCNT-2317285,2.28
OADMET-0003409,OCNT-2317276,6.41
OADMET-0003408,OCNT-2317260,5.45
OADMET-0003407,OCNT-2317227,5.48
OADMET-0003406,OCNT-2317222,5.85
OADMET-0003405,OCNT-2317207,2.42
OADMET-0003404,OCNT-2317198,5.88
OADMET-0003403,OCNT-2317194,5.61
OADMET-0003402,OCNT-2317168,5.81
OADMET-0003401,OCNT-2317149,5.25
OADMET-0003400,OCNT-2317147,5.38
OADMET-0003399,OCNT-2317144,5.3
OADMET-0003398,OCNT-2317135,5.33
OADMET-0003397,OCNT-2317134,6.47
OADMET-0003396,OCNT-2317124,5.33
OADMET-0003395,OCNT-2317103,5.58
OADMET-0003394,OCNT-2317082,1.74
OADMET-0003393,OCNT-2317073,1.97
OADMET-0003392,OCNT-2317034,3.33
OADMET-0003391,OCNT-2317024,5.06
OADMET-0003390,OCNT-2317020,5.29
OADMET-0003389,OCNT-2316947,5.31
OADMET-0003388,OCNT-2316939,5.5
OADMET-0003387,OCNT-2316929,4.97
OADMET-0003386,OCNT-2316920,3.35
OADMET-0003385,OCNT-2316913,5.48
OADMET-0003384,OCNT-2316881,5.16
OADMET-0003383,OCNT-2316877,5.38
OADMET-0003381,OCNT-2316859,4.635
OADMET-0003380,OCNT-2316844,5.02
OADMET-0003379,OCNT-2316834,5.68
OADMET-0003378,OCNT-2316802,5.51
OADMET-0003377,OCNT-2316796,5.57
OADMET-0003376,OCNT-2316769,5.81
OADMET-0003375,OCNT-2316763,5.19
OADMET-0003374,OCNT-2316760,5.16
OADMET-0003373,OCNT-2316731,1.86
OADMET-0003372,OCNT-2316717,5.37
OADMET-0003371,OCNT-2316715,5.05
OADMET-0003370,OCNT-2316714,2.45
OADMET-0003369,OCNT-2316710,1.96
OADMET-0003368,OCNT-2316690,6.27
OADMET-0003367,OCNT-2316657,5.56
OADMET-0003366,OCNT-2316655,5.59
OADMET-0003365,OCNT-2316652,5.58
OADMET-0003364,OCNT-2316633,3.18
OADMET-0003363,OCNT-2316621,5.84
OADMET-0003362,OCNT-2316590,5.61
OADMET-0003361,OCNT-2316583,1.88
OADMET-0003360,OCNT-2316580,5.39
OADMET-0003358,OCNT-2316562,4.86
OADMET-0003357,OCNT-2316557,6.255
OADMET-0003356,OCNT-2316556,5.45
OADMET-0003355,OCNT-2316554,2.96
OADMET-0003354,OCNT-2316538,3.9
OADMET-0003353,OCNT-2316524,5.64
OADMET-0003352,OCNT-2316514,5.59
OADMET-0003351,OCNT-2316513,5.07
OADMET-0003350,OCNT-2316507,5.82
OADMET-0003349,OCNT-2316481,5.41
OADMET-0003348,OCNT-2316474,6.33
OADMET-0003347,OCNT-2316471,5.83
OADMET-0003346,OCNT-2316465,5.34
OADMET-0003345,OCNT-2316459,4.975
OADMET-0003344,OCNT-2316441,6.26
OADMET-0003343,OCNT-2316438,5.965
OADMET-0003342,OCNT-2316433,5.38
OADMET-0003341,OCNT-2316432,6.09
OADMET-0003340,OCNT-2316425,4.98
OADMET-0003339,OCNT-2316423,2.62
OADMET-0003338,OCNT-2316420,5.42
OADMET-0003337,OCNT-2316400,5.01
OADMET-0003336,OCNT-2316393,5.65
OADMET-0003335,OCNT-2316373,1.85
OADMET-0003334,OCNT-2316367,6.16
OADMET-0003333,OCNT-2316342,5.44
OADMET-0003332,OCNT-2316325,5.29
OADMET-0003331,OCNT-2316320,5.67
OADMET-0003330,OCNT-2316311,5.29
OADMET-0003329,OCNT-2316270,5.67
OADMET-0003328,OCNT-2316262,5.13
OADMET-0003327,OCNT-2316254,5.69
OADMET-0003326,OCNT-2316249,5.39
OADMET-0003325,OCNT-2316240,5.69
OADMET-0003324,OCNT-2316234,5.86
OADMET-0003323,OCNT-2316233,2.69
OADMET-0003322,OCNT-2316225,6.23
OADMET-0003321,OCNT-2316224,5.84
OADMET-0003320,OCNT-2316212,5.24
OADMET-0003319,OCNT-2316207,5.13
OADMET-0003318,OCNT-2316205,5.45
OADMET-0003317,OCNT-2316199,2.65
OADMET-0003316,OCNT-2316194,5.945
OADMET-0003315,OCNT-2316191,5.1
OADMET-0003314,OCNT-2316176,5.77
OADMET-0003313,OCNT-2316169,3.31
OADMET-0003312,OCNT-2316154,5.865
OADMET-0003311,OCNT-2316130,5.78
OADMET-0003310,OCNT-2316118,5.64
OADMET-0003309,OCNT-2316116,5.33
OADMET-0003308,OCNT-2316115,5.0
OADMET-0003306,OCNT-2316093,5.76
OADMET-0003305,OCNT-2316076,1.83
OADMET-0003303,OCNT-2316069,5.62
OADMET-0003302,OCNT-2316057,4.86
OADMET-0003301,OCNT-2316050,5.42
OADMET-0003300,OCNT-2316049,5.27
OADMET-0003299,OCNT-2316036,4.75
OADMET-0003298,OCNT-2316032,5.85
OADMET-0003297,OCNT-2316025,5.55
OADMET-0003296,OCNT-2315997,5.77
OADMET-0003295,OCNT-2315991,1.73
OADMET-0003294,OCNT-2315988,5.23
OADMET-0003293,OCNT-2315979,5.25
OADMET-0003292,OCNT-2315956,5.43
OADMET-0003291,OCNT-2315950,5.865
OADMET-0003289,OCNT-2315930,5.2
OADMET-0003288,OCNT-2315922,5.39
OADMET-0003287,OCNT-2315908,5.27
OADMET-0003286,OCNT-2315902,5.51
OADMET-0003285,OCNT-2315861,1.73
OADMET-0003284,OCNT-2315859,4.89
OADMET-0003283,OCNT-2315851,5.79
OADMET-0003282,OCNT-2315819,5.55
OADMET-0003281,OCNT-2315816,5.45
OADMET-0003280,OCNT-2315783,5.32
OADMET-0003279,OCNT-2315780,4.98
OADMET-0003278,OCNT-2315770,5.31
OADMET-0003277,OCNT-2315769,5.85
OADMET-0003276,OCNT-2315767,5.79
OADMET-0003275,OCNT-2315741,5.96
OADMET-0003274,OCNT-2315713,1.74
OADMET-0003273,OCNT-2315711,5.54
OADMET-0003272,OCNT-2315708,5.13
OADMET-0003271,OCNT-2315679,5.62
OADMET-0003270,OCNT-2315653,5.99
OADMET-0003269,OCNT-2315650,5.83
OADMET-0003268,OCNT-2315636,4.99
OADMET-0003267,OCNT-2315621,1.75
OADMET-0003266,OCNT-2315609,6.18
OADMET-0003265,OCNT-2315589,5.15
OADMET-0003264,OCNT-2315575,5.265
OADMET-0003263,OCNT-2315570,4.78
OADMET-0003262,OCNT-2315552,5.2
OADMET-0003261,OCNT-2315543,1.74
OADMET-0003260,OCNT-2315523,5.98
OADMET-0003258,OCNT-2315483,6.105
OADMET-0003257,OCNT-2315472,6.685
OADMET-0003256,OCNT-2315466,5.09
OADMET-0003255,OCNT-2315461,5.18
OADMET-0003254,OCNT-2315456,2.93
OADMET-0003253,OCNT-2315447,5.47
OADMET-0003252,OCNT-2315443,5.05
OADMET-0003251,OCNT-2315408,5.1
OADMET-0003250,OCNT-2315407,5.06
OADMET-0003249,OCNT-2315398,5.08
OADMET-0003248,OCNT-2315394,1.83
OADMET-0003247,OCNT-2315390,5.26
OADMET-0003246,OCNT-2315379,5.765
OADMET-0003245,OCNT-2315373,5.31
OADMET-0003244,OCNT-2315366,5.99
OADMET-0003243,OCNT-2315349,1.91
OADMET-0003242,OCNT-2315340,5.21
OADMET-0003241,OCNT-2315329,5.83
OADMET-0003240,OCNT-2315327,6.215
OADMET-0003239,OCNT-2315311,3.78
OADMET-0003238,OCNT-2315291,5.19
OADMET-0003237,OCNT-2315281,5.38
OADMET-0003236,OCNT-2315280,1.77
OADMET-0003235,OCNT-2315267,5.19
OADMET-0003234,OCNT-2315250,5.43
OADMET-0003233,OCNT-2315233,5.58
OADMET-0003232,OCNT-2315232,4.65
OADMET-0003231,OCNT-2315226,5.48
OADMET-0003230,OCNT-2315224,5.29
OADMET-0003229,OCNT-2315222,4.97
OADMET-0003228,OCNT-2315215,5.4
OADMET-0003227,OCNT-2315212,5.21
OADMET-0003226,OCNT-2315209,5.77
OADMET-0003225,OCNT-2315207,1.82
OADMET-0003224,OCNT-2315202,4.12
OADMET-0003223,OCNT-2315201,5.76
OADMET-0003222,OCNT-2315186,5.1
OADMET-0003221,OCNT-2315172,5.74
OADMET-0003220,OCNT-2315161,5.01
OADMET-0003219,OCNT-2315151,5.17
OADMET-0003218,OCNT-2315102,5.11
OADMET-0003217,OCNT-2315097,4.22
OADMET-0003216,OCNT-2315073,1.78
OADMET-0003215,OCNT-2315071,5.14
OADMET-0003214,OCNT-2315031,5.66
OADMET-0003213,OCNT-2315006,1.75
OADMET-0003212,OCNT-2314995,5.98
OADMET-0003211,OCNT-2314981,5.6
OADMET-0003210,OCNT-2314973,5.3
OADMET-0003209,OCNT-2314971,4.95
OADMET-0003208,OCNT-2314969,5.13
OADMET-0003207,OCNT-2314959,5.67
OADMET-0003206,OCNT-2314947,5.29
OADMET-0003205,OCNT-2314915,5.14
OADMET-0003204,OCNT-2314904,1.87
OADMET-0003203,OCNT-2314899,5.78
OADMET-0003202,OCNT-2314895,4.96
OADMET-0003201,OCNT-2314891,5.71
OADMET-0003200,OCNT-2314876,5.89
OADMET-0003199,OCNT-2314867,5.78
OADMET-0003198,OCNT-2314865,5.68
OADMET-0003197,OCNT-2314848,5.02
OADMET-0003196,OCNT-2314847,5.16
OADMET-0003195,OCNT-2314845,5.22
OADMET-0003194,OCNT-2314843,5.35
OADMET-0003193,OCNT-2314831,1.76
OADMET-0003192,OCNT-2314827,5.975
OADMET-0003191,OCNT-2314824,5.05
OADMET-0003190,OCNT-2314808,5.66
OADMET-0003189,OCNT-2314792,4.71
OADMET-0003188,OCNT-2314778,5.18
OADMET-0003187,OCNT-2314771,5.23
OADMET-0003186,OCNT-2314744,6.605
OADMET-0003185,OCNT-2314742,5.27
OADMET-0003184,OCNT-2314710,5.15
OADMET-0003183,OCNT-2314707,5.4
OADMET-0003182,OCNT-2314672,5.11
OADMET-0003181,OCNT-2314629,5.64
OADMET-0003180,OCNT-2314620,5.27
OADMET-0003179,OCNT-2314617,5.15
OADMET-0003178,OCNT-2314614,4.81
OADMET-0003177,OCNT-2314608,4.6
OADMET-0003176,OCNT-2314607,4.78
OADMET-0003175,OCNT-2314603,4.86
OADMET-0003174,OCNT-2314600,5.27
OADMET-0003173,OCNT-2314593,6.56
OADMET-0003172,OCNT-2314568,5.46
OADMET-0003171,OCNT-2314559,5.2
OADMET-0003170,OCNT-2314558,5.54
OADMET-0003168,OCNT-2314514,5.08
OADMET-0003167,OCNT-2314505,5.63
OADMET-0003166,OCNT-2314504,5.77
OADMET-0003165,OCNT-2314484,5.74
OADMET-0003164,OCNT-2314482,4.92
OADMET-0003163,OCNT-2314462,5.3
OADMET-0003162,OCNT-2314447,5.55
OADMET-0003161,OCNT-2314443,5.15
OADMET-0003160,OCNT-2314440,3.89
OADMET-0003159,OCNT-2314377,5.1
OADMET-0003158,OCNT-2314372,6.39
OADMET-0003157,OCNT-2314360,3.03
OADMET-0003156,OCNT-2314342,5.015
OADMET-0003155,OCNT-2314335,5.75
OADMET-0003154,OCNT-2314329,5.6
OADMET-0003153,OCNT-2314306,5.52
OADMET-0003152,OCNT-2314291,5.29
OADMET-0003151,OCNT-2314279,5.63
OADMET-0003150,OCNT-2314278,4.86
OADMET-0003149,OCNT-2314267,5.74
OADMET-0003148,OCNT-2314249,5.66
OADMET-0003147,OCNT-2314246,1.74
OADMET-0003146,OCNT-2314241,3.64
OADMET-0003145,OCNT-2314235,3.29
OADMET-0003144,OCNT-2314215,5.11
OADMET-0003143,OCNT-2314213,5.68
OADMET-0003142,OCNT-2314212,5.66
OADMET-0003141,OCNT-2314206,5.69
OADMET-0003140,OCNT-2314199,1.84
OADMET-0003139,OCNT-2314193,5.25
OADMET-0003138,OCNT-2314187,5.47
OADMET-0003137,OCNT-2314163,5.28
OADMET-0003136,OCNT-2314161,5.12
OADMET-0003135,OCNT-2314160,5.54
OADMET-0003134,OCNT-2314143,5.09
OADMET-0003133,OCNT-2314121,6.22
OADMET-0003132,OCNT-2314119,4.62
OADMET-0003131,OCNT-2314087,5.11
OADMET-0003130,OCNT-2314040,5.56
OADMET-0003129,OCNT-2314034,2.87
OADMET-0003128,OCNT-2314024,4.86
OADMET-0003127,OCNT-2314011,5.44
OADMET-0003126,OCNT-2313971,5.2
OADMET-0003125,OCNT-2313961,4.91
OADMET-0003124,OCNT-2313960,5.99
OADMET-0003123,OCNT-2313958,5.17
OADMET-0003122,OCNT-2313923,5.37
OADMET-0003121,OCNT-2313917,5.43
OADMET-0003120,OCNT-2313913,5.37
OADMET-0003119,OCNT-2313911,5.17
OADMET-0003118,OCNT-2313909,6.31
OADMET-0003117,OCNT-2313901,5.08
OADMET-0003116,OCNT-2313899,5.19
OADMET-0003114,OCNT-2313863,5.13
OADMET-0003113,OCNT-2313845,5.62
OADMET-0003112,OCNT-2313844,5.54
OADMET-0003111,OCNT-2313830,5.71
OADMET-0003110,OCNT-2313807,5.45
OADMET-0003109,OCNT-2313799,5.64
OADMET-0003108,OCNT-2313788,5.15
OADMET-0003107,OCNT-2313787,5.48
OADMET-0003106,OCNT-2313781,5.43
OADMET-0003105,OCNT-2313769,5.5
OADMET-0003104,OCNT-2313765,5.46
OADMET-0003103,OCNT-2313746,5.22
OADMET-0003102,OCNT-2313739,5.82
OADMET-0003101,OCNT-2313710,5.61
OADMET-0003100,OCNT-2313680,4.99
OADMET-0003099,OCNT-2313673,5.7
OADMET-0003098,OCNT-2313610,5.14
OADMET-0003097,OCNT-2313609,5.9
OADMET-0003095,OCNT-2313569,4.77
OADMET-0003094,OCNT-2313568,5.02
OADMET-0003093,OCNT-2313565,4.76
OADMET-0003092,OCNT-2313562,3.69
OADMET-0003090,OCNT-2313557,4.86
OADMET-0003089,OCNT-2313551,2.08
OADMET-0003088,OCNT-2313550,6.14
OADMET-0003087,OCNT-2313538,3.13
OADMET-0003086,OCNT-2313536,2.01
OADMET-0003085,OCNT-2313529,4.21
OADMET-0003084,OCNT-2313507,5.42
OADMET-0003083,OCNT-2313505,1.76
OADMET-0003082,OCNT-2313504,1.77
OADMET-0003081,OCNT-2313502,5.59
OADMET-0003080,OCNT-2313492,4.89
OADMET-0003079,OCNT-2313490,2.88
OADMET-0003078,OCNT-2313484,5.28
OADMET-0003077,OCNT-2313483,4.32
OADMET-0003076,OCNT-2313472,3.86
OADMET-0003075,OCNT-2313468,4.99
OADMET-0003073,OCNT-2313460,3.14
OADMET-0003071,OCNT-2313446,5.59
OADMET-0003070,OCNT-2313444,5.25
OADMET-0003069,OCNT-2313441,5.7
OADMET-0003068,OCNT-2313429,5.41
OADMET-0003067,OCNT-2313426,5.21
OADMET-0003066,OCNT-2313423,5.07
OADMET-0003065,OCNT-2313422,5.14
OADMET-0003064,OCNT-2313420,5.32
OADMET-0003063,OCNT-2313415,5.11
OADMET-0003062,OCNT-2313411,4.84
OADMET-0003061,OCNT-2313406,4.94
OADMET-0003060,OCNT-2313405,5.45
OADMET-0003059,OCNT-2313399,5.17
OADMET-0003057,OCNT-2313377,2.1
OADMET-0003056,OCNT-2313374,4.94
OADMET-0003055,OCNT-2313373,5.63
OADMET-0003054,OCNT-2313357,3.63
OADMET-0003053,OCNT-2313356,4.87
OADMET-0003052,OCNT-2313342,4.84
OADMET-0003051,OCNT-2313333,5.21
OADMET-0003050,OCNT-2313332,3.8
OADMET-0003049,OCNT-2313328,5.18
OADMET-0003048,OCNT-2313323,6.46
OADMET-0003047,OCNT-2313320,5.03
OADMET-0003046,OCNT-2313318,5.355
OADMET-0003045,OCNT-2313295,5.22
OADMET-0003044,OCNT-2313294,5.59
OADMET-0003043,OCNT-2313293,6.34
OADMET-0003042,OCNT-2313281,5.0
OADMET-0003041,OCNT-2313278,5.36
OADMET-0003040,OCNT-2313270,5.04
OADMET-0003039,OCNT-2313266,5.42
OADMET-0003038,OCNT-2313262,4.87
OADMET-0003037,OCNT-2313261,5.58
OADMET-0003036,OCNT-2313259,5.11
OADMET-0003035,OCNT-2313253,5.27
OADMET-0003034,OCNT-2313248,5.22
OADMET-0003033,OCNT-2313244,5.16
OADMET-0003032,OCNT-2313241,4.31
OADMET-0003031,OCNT-2313239,4.99
OADMET-0003030,OCNT-2313237,5.04
OADMET-0003029,OCNT-2313230,5.44
OADMET-0003028,OCNT-2313228,5.22
OADMET-0003027,OCNT-2313224,4.98
OADMET-0003026,OCNT-2313222,5.8
OADMET-0003025,OCNT-2313220,5.6
OADMET-0003024,OCNT-2313217,5.09
OADMET-0003023,OCNT-2313215,4.88
OADMET-0003022,OCNT-2313207,5.19
OADMET-0003021,OCNT-2313201,5.53
OADMET-0003020,OCNT-2313200,5.28
OADMET-0003019,OCNT-2313197,4.63
OADMET-0003018,OCNT-2313194,4.65
OADMET-0003017,OCNT-2313188,6.205
OADMET-0003016,OCNT-2313187,4.75
OADMET-0003015,OCNT-2313186,4.91
OADMET-0003014,OCNT-2313185,5.24
OADMET-0003013,OCNT-2313184,4.78
OADMET-0003012,OCNT-2313178,4.78
OADMET-0003011,OCNT-2313174,5.72
OADMET-0003010,OCNT-2313159,5.63
OADMET-0003009,OCNT-2313148,4.94
OADMET-0003008,OCNT-2313147,5.27
OADMET-0003007,OCNT-2313128,4.6
OADMET-0003006,OCNT-2313126,5.15
OADMET-0003005,OCNT-2313123,5.17
OADMET-0003004,OCNT-2313122,5.16
OADMET-0003003,OCNT-2313112,5.23
OADMET-0003002,OCNT-2313111,5.38
OADMET-0003001,OCNT-2313106,5.46
OADMET-0003000,OCNT-2313105,4.69
OADMET-0002999,OCNT-2313104,5.11
OADMET-0002998,OCNT-2313103,5.28
OADMET-0002997,OCNT-2313101,5.25
OADMET-0002996,OCNT-2313098,3.65
OADMET-0002995,OCNT-2313090,3.43
OADMET-0002994,OCNT-2313087,4.73
OADMET-0002993,OCNT-2313069,5.06
OADMET-0002992,OCNT-2313064,6.02
OADMET-0002991,OCNT-2313060,5.15
OADMET-0002990,OCNT-2313059,3.35
OADMET-0002989,OCNT-2313058,3.16
OADMET-0002988,OCNT-2313054,5.18
OADMET-0002987,OCNT-2313043,5.61
OADMET-0002986,OCNT-2313041,4.6
OADMET-0002985,OCNT-2313040,5.105
OADMET-0002984,OCNT-2313039,5.09
OADMET-0002983,OCNT-2313038,4.95
OADMET-0002982,OCNT-2313024,5.31
OADMET-0002981,OCNT-2313023,5.97
OADMET-0002980,OCNT-2313020,3.17
OADMET-0002979,OCNT-2313014,5.59
OADMET-0002978,OCNT-2313008,5.11
OADMET-0002977,OCNT-2313003,5.02
OADMET-0002976,OCNT-2313001,4.93
OADMET-0002975,OCNT-2312998,5.71
OADMET-0002974,OCNT-2312996,4.755
OADMET-0002973,OCNT-2312995,5.55
OADMET-0002972,OCNT-2312992,5.26
OADMET-0002971,OCNT-2312986,5.79
OADMET-0002970,OCNT-2312985,5.28
OADMET-0002969,OCNT-2312982,5.08
OADMET-0002968,OCNT-2312972,5.32
OADMET-0002967,OCNT-2312971,4.83
OADMET-0002966,OCNT-2312970,4.96
OADMET-0002965,OCNT-2312962,5.01
OADMET-0002964,OCNT-2312961,5.405
OADMET-0002963,OCNT-2312955,4.74
OADMET-0002962,OCNT-2312952,5.88
OADMET-0002961,OCNT-2312951,5.71
OADMET-0002960,OCNT-2312947,5.11
OADMET-0002959,OCNT-2312939,4.94
OADMET-0002958,OCNT-2312924,5.35
OADMET-0002957,OCNT-2312915,5.12
OADMET-0002955,OCNT-2312911,5.53
OADMET-0002954,OCNT-2312910,5.12
OADMET-0002953,OCNT-2312901,5.25
OADMET-0002952,OCNT-2312891,5.64
OADMET-0002951,OCNT-2312887,3.25
OADMET-0002950,OCNT-2312880,5.8
OADMET-0002949,OCNT-2312877,4.97
OADMET-0002948,OCNT-2312868,4.64
OADMET-0002947,OCNT-2312866,3.34
OADMET-0002946,OCNT-2312865,5.915
OADMET-0002945,OCNT-2312864,2.68
OADMET-0002944,OCNT-2312863,6.04
OADMET-0002943,OCNT-2312859,5.16
OADMET-0002942,OCNT-2312858,5.37
OADMET-0002941,OCNT-2312847,5.51
OADMET-0002940,OCNT-2312841,5.05
OADMET-0002939,OCNT-2312835,5.17
OADMET-0002938,OCNT-2312833,4.6
OADMET-0002937,OCNT-2312829,4.85
OADMET-0002936,OCNT-2312826,4.64
OADMET-0002935,OCNT-2312825,5.28
OADMET-0002934,OCNT-2312814,4.9
OADMET-0002933,OCNT-2312812,5.26
OADMET-0002932,OCNT-2312809,5.17
OADMET-0002930,OCNT-2312798,5.53
OADMET-0002929,OCNT-2312797,3.1
OADMET-0002928,OCNT-2312789,5.54
OADMET-0002927,OCNT-2312786,5.1
OADMET-0002926,OCNT-2312785,4.87
OADMET-0002925,OCNT-2312784,3.58
OADMET-0002924,OCNT-2312783,3.78
OADMET-0002923,OCNT-2312769,5.27
OADMET-0002922,OCNT-2312755,5.42
OADMET-0002921,OCNT-2312754,5.79
OADMET-0002920,OCNT-2312753,5.2
OADMET-0002919,OCNT-2312716,4.85
OADMET-0002918,OCNT-2312714,4.8
OADMET-0002917,OCNT-2312701,3.95
OADMET-0002916,OCNT-2312696,5.22
OADMET-0002915,OCNT-2312695,4.97
OADMET-0002914,OCNT-2312693,5.46
OADMET-0002913,OCNT-2312689,5.22
OADMET-0002912,OCNT-2312680,6.13
OADMET-0002911,OCNT-2312678,5.06
OADMET-0002910,OCNT-2312674,5.035
OADMET-0002909,OCNT-2312673,4.78
OADMET-0002908,OCNT-2312667,5.19
OADMET-0002907,OCNT-2312661,5.51
OADMET-0002906,OCNT-2312660,5.54
OADMET-0002905,OCNT-2312656,4.72
OADMET-0002904,OCNT-2312652,5.44
OADMET-0002903,OCNT-2312644,5.4
OADMET-0002902,OCNT-2312643,5.74
OADMET-0002901,OCNT-2312640,5.14
OADMET-0002900,OCNT-2312629,5.95
OADMET-0002899,OCNT-2312626,5.78
OADMET-0002898,OCNT-2312623,2.54
OADMET-0002897,OCNT-2312618,4.89
OADMET-0002896,OCNT-2312612,5.42
OADMET-0002895,OCNT-2312604,5.43
OADMET-0002894,OCNT-2312598,5.1
OADMET-0002893,OCNT-2312594,5.09
OADMET-0002892,OCNT-2312591,5.42
OADMET-0002889,OCNT-2312569,4.79
OADMET-0002888,OCNT-2312559,2.67
OADMET-0002887,OCNT-2312552,4.96
OADMET-0002886,OCNT-2312548,1.77
OADMET-0002885,OCNT-2312544,1.78
OADMET-0002884,OCNT-2312542,5.21
OADMET-0002883,OCNT-2312531,5.48
OADMET-0002882,OCNT-2312529,5.25
OADMET-0002881,OCNT-2312527,1.76
OADMET-0002880,OCNT-2312517,5.06
OADMET-0002879,OCNT-2312506,5.42
OADMET-0002878,OCNT-2312504,5.0
OADMET-0002877,OCNT-2312488,3.08
OADMET-0002876,OCNT-2312486,5.34
OADMET-0002875,OCNT-2312467,1.99
OADMET-0002874,OCNT-2312463,5.33
OADMET-0002873,OCNT-2312462,5.22
OADMET-0002872,OCNT-2312456,4.74
OADMET-0002871,OCNT-2312435,5.16
OADMET-0002870,OCNT-2312420,5.07
OADMET-0002869,OCNT-2312416,5.51
OADMET-0002868,OCNT-2312394,5.44
OADMET-0002867,OCNT-2312386,5.12
OADMET-0002866,OCNT-2312382,3.47
OADMET-0002865,OCNT-2312374,5.44
OADMET-0002864,OCNT-2312364,4.94
OADMET-0002863,OCNT-2312340,1.79
OADMET-0002862,OCNT-2312332,2.57
OADMET-0002861,OCNT-2312315,5.83
OADMET-0002860,OCNT-2312280,5.3
OADMET-0002859,OCNT-2312239,5.83
OADMET-0002858,OCNT-2312235,2.82
OADMET-0002857,OCNT-2312230,5.86
OADMET-0002856,OCNT-2312218,5.545
OADMET-0002855,OCNT-2312217,5.33
OADMET-0002854,OCNT-2312212,5.59
OADMET-0002853,OCNT-2312208,1.76
OADMET-0002852,OCNT-2312199,4.86
OADMET-0002851,OCNT-2312195,4.97
OADMET-0002850,OCNT-2312191,5.35
OADMET-0002849,OCNT-2312183,5.44
OADMET-0002848,OCNT-2312180,5.69
OADMET-0002847,OCNT-2312173,5.27
OADMET-0002846,OCNT-2312160,5.4
OADMET-0002845,OCNT-2312156,5.71
OADMET-0002844,OCNT-2312154,5.88
OADMET-0002843,OCNT-2312135,3.84
OADMET-0002842,OCNT-2312129,5.04
OADMET-0002841,OCNT-2312115,5.45
OADMET-0002840,OCNT-2312095,5.14
OADMET-0002839,OCNT-2312092,1.74
OADMET-0002838,OCNT-2312064,5.14
OADMET-0002837,OCNT-2312048,1.73
OADMET-0002836,OCNT-2312043,2.91
OADMET-0002835,OCNT-2312041,5.01
OADMET-0002834,OCNT-2312035,5.64
OADMET-0002833,OCNT-2312029,4.885
OADMET-0002832,OCNT-2312024,5.38
OADMET-0002831,OCNT-2312009,4.04
OADMET-0002830,OCNT-2312004,5.4
OADMET-0002829,OCNT-2312002,5.64
OADMET-0002828,OCNT-2311987,3.73
OADMET-0002827,OCNT-2311941,5.91
OADMET-0002825,OCNT-2311920,6.225
OADMET-0002824,OCNT-2311917,6.52
OADMET-0002823,OCNT-2311916,5.39
OADMET-0002822,OCNT-2311914,5.47
OADMET-0002821,OCNT-2311896,5.52
OADMET-0002820,OCNT-2311870,5.73
OADMET-0002819,OCNT-2311864,6.345
OADMET-0002818,OCNT-2311857,5.74
OADMET-0002817,OCNT-2311855,5.3
OADMET-0002816,OCNT-2311839,5.51
